Course Name,Cut-off ATAR,Duration,Award Type,Field of Education,Provider,Campus,Level
B Sc (Mathematics) (Hons),N/A,1 year,Bachelor's Honours,Mathematics,RMIT University,City Campus VIC,Undergraduate
B Sci (Applied Chemistry),N/A,3 years,Bachelor's Pass,Chemical Sciences,RMIT University,City Campus VIC,Undergraduate
B Sci (Applied Sciences)(Hons),N/A,1 year,Bachelor's Honours,Food Science & Biotechnology,RMIT University,City Campus VIC,Undergraduate
B Sci (Biological Sciences),N/A,3 years,Bachelor's Pass,Biological Sciences,RMIT University,City Campus VIC,Undergraduate
B Sci (Biotechnology),See details,3 years,Bachelor's Pass,Biological Sciences,RMIT University,City Campus VIC,Undergraduate
B Sci (Biotechnology),See details,3 years,Bachelor's Pass,Biological Sciences,RMIT University,Bundoora Campus VIC,Undergraduate
B Sci (Occ Hlth & Safety),N/A,3 years,Bachelor's Pass,Occupational Health & Safety,RMIT University,City Campus VIC,Undergraduate
B Sci (Physics),N/A,3 years,Bachelor's Pass,Physics,RMIT University,City Campus VIC,Undergraduate
B Sci (Statistics),See details,3 years,Bachelor's Pass,Statistics,RMIT University,City Campus VIC,Undergraduate
B Science,53.70,3 years,Bachelor's Pass,Natural & Physical Sciences,Central Queensland University,Bundaberg QLD,Undergraduate
B Science,N/A,3 years,Bachelor's Pass,Natural & Physical Sciences,Central Queensland University,Mackay QLD,Undergraduate
B Science,59.85,3 years,Bachelor's Pass,Natural & Physical Sciences,Central Queensland University,Rockhampton QLD,Undergraduate
B Science,59.85,3 years,Bachelor's Pass,Natural & Physical Sciences,Central Queensland University,Distance Ed,Undergraduate
B Science,See details,3 years,Bachelor's Pass,Other Natural & Physical Sciences,RMIT University,City Campus VIC,Undergraduate
B Science,76.60,3 years,Bachelor's Pass,Natural & Physical Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science (Advanced) (Honours),95.00,4 years,Bachelor's Honours,Natural & Physical Sciences n.e.c.,The Australian National University,Acton ACT,Undergraduate
B Science (Chiropractic),79.80,3 years,Bachelor's Pass,Chiropractic & Osteopathy,Central Queensland University,Mackay QLD,Undergraduate
B Science (Gatton),76.60,3 years,Bachelor's Pass,Natural & Physical Sciences n.e.c.,The University of Queensland,GATTON QLD,Undergraduate
B Science (Honours),N/A,1 year,Bachelor's Honours,Natural & Physical Sciences,Central Queensland University,Rockhampton QLD,Undergraduate
B Science (Honours),N/A,1 year,Bachelor's Honours,Natural & Physical Sciences,Central Queensland University,Distance Ed,Undergraduate
B Science (Psychology),N/A,3 years,Bachelor's Pass,Psychology,Central Queensland University,Rockhampton QLD,Undergraduate
B Science (Statistics) (Hon),N/A,1 year,Bachelor's Honours,Statistics,RMIT University,City Campus VIC,Undergraduate
B Science Accelerated / Bachelor of Science (Honours),N/A,1 year,Bachelor's Honours,Natural & Physical Sciences n.e.c.,University of the Sunshine Coast,Sippy Downs QLD,Undergraduate
B Science in Information Technology B Creative Intelligence and Innovati,N/A,5 years,Bachelor's Pass,"Other Information Technology, Communication & Media Studies n.e.c.","University of Technology, Sydney",Broadway NSW,Undergraduate
B Science(Hons),N/A,1 year,Bachelor's Honours,Natural & Physical Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Anatomy),N/A,1 year,Bachelor's Honours,Human Biology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Applied Entomology),N/A,1 year,Bachelor's Honours,Zoology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Applied Zoology),N/A,1 year,Bachelor's Honours,Zoology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Biochemistry),N/A,1 year,Bachelor's Honours,Biochemistry & Cell Biology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Biological Chemistry),N/A,1 year,Bachelor's Honours,Organic Chemistry,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Biomedical Science),N/A,1 year,Bachelor's Honours,Medical Science,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Biophysics),N/A,1 year,Bachelor's Honours,Biological Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Biotechnology),N/A,1 year,Bachelor's Honours,Food Science & Biotechnology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Botany),N/A,1 year,Bachelor's Honours,Botany,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Chemistry),N/A,1 year,Bachelor's Honours,Chemical Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Computational Biology),N/A,1 year,Bachelor's Honours,Biological Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Computer Science),N/A,1 year,Bachelor's Honours,Computer Science,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Computer Science/Mathematics),N/A,1 year,Bachelor's Honours,Computer Science,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Developmental Biology),N/A,1 year,Bachelor's Honours,Biological Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Drug Design & Development),N/A,1 year,Bachelor's Honours,Biochemistry & Cell Biology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Earth Sciences),N/A,1 year,Bachelor's Honours,Earth Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Ecology),N/A,1 year,Bachelor's Honours,Ecology & Evolution,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Entomology),N/A,1 year,Bachelor's Honours,Zoology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Environmental Science),N/A,1 year,Bachelor's Honours,Environmental Studies,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Evolutionary Biology),N/A,1 year,Bachelor's Honours,Ecology & Evolution,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Exploration Geophysics),N/A,1 year,Bachelor's Honours,Geophysics,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Food Science and Nutrition),N/A,1 year,Bachelor's Honours,Food Science & Biotechnology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Food Science),N/A,1 year,Bachelor's Honours,Food Science & Biotechnology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Genetics),N/A,1 year,Bachelor's Honours,Genetics,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Geographical Sciences),N/A,1 year,Bachelor's Honours,Human Geography,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Geology),N/A,1 year,Bachelor's Honours,Geology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Human Movement Sc/Psychology),N/A,1 year,Bachelor's Honours,Human Movement,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Human Movement Science),N/A,1 year,Bachelor's Honours,Human Movement,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Marine Biology),N/A,1 year,Bachelor's Honours,Marine Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Marine Studies),N/A,1 year,Bachelor's Honours,Marine Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Mathematics),N/A,1 year,Bachelor's Honours,Mathematics,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Metallurgy),N/A,1 year,Bachelor's Honours,Materials Engineering,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Microbiology),N/A,1 year,Bachelor's Honours,Microbiology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Molecular Cell Biology),N/A,1 year,Bachelor's Honours,Biochemistry & Cell Biology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Nanotechnology),N/A,1 year,Bachelor's Honours,Engineering & Related Technologies n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Neuroscience),N/A,1 year,Bachelor's Honours,Biological Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Parasitology),N/A,1 year,Bachelor's Honours,Biological Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Pharmacology),N/A,1 year,Bachelor's Honours,Pharmacology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Physics),N/A,1 year,Bachelor's Honours,Physics,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Physiology),N/A,1 year,Bachelor's Honours,Human Biology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Plant Science),N/A,1 year,Bachelor's Honours,Botany,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Psychology),N/A,1 year,Bachelor's Honours,Psychology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Statistics),N/A,1 year,Bachelor's Honours,Statistics,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Toxicology),N/A,1 year,Bachelor's Honours,Biological Sciences n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Wildlife Biology),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,STLUCIA QLD,Undergraduate
B Science(Hons) (Zoology),N/A,1 year,Bachelor's Honours,Zoology,The University of Queensland,STLUCIA QLD,Undergraduate
B Science/B Journalism,79.80,4 years,Bachelor's Pass,"Natural & Physical Sciences n.e.c., Journalism",The University of Queensland,STLUCIA QLD,Undergraduate
B Science/BArts,76.60,4 years,Bachelor's Pass,"Natural & Physical Sciences n.e.c., Society & Culture",The University of Queensland,STLUCIA QLD,Undergraduate
B Science/BEducation(Sec),76.60,4 years,Bachelor's Pass,"Natural & Physical Sciences n.e.c., Teacher Education",The University of Queensland,STLUCIA QLD,Undergraduate
B Science/BLaws,97.10,5.5 years,Bachelor's Pass,"Natural & Physical Sciences n.e.c., Law",The University of Queensland,STLUCIA QLD,Undergraduate
B Soc Sc (Act Stud & Econ) (Honours),N/A,4 years,Bachelor's Honours,Insurance & Actuarial Studies,The Australian National University,Acton ACT,Undergraduate
B Soc Sci (Environment),See details,3 years,Bachelor's Pass,Urban Design & Regional Planning,RMIT University,City Campus VIC,Undergraduate
B Soc Sci (Hons),N/A,1 year,Bachelor's Honours,Studies in Human Society,RMIT University,City Campus VIC,Undergraduate
B Soc Sci (Psychology),See details,3 years,Bachelor's Pass,Psychology,RMIT University,City Campus VIC,Undergraduate
B Soc Sci (Youth Work),See details,3 years,Bachelor's Pass,Youth Work,RMIT University,City Campus VIC,Undergraduate
B Social Science,70.85,3 years,Bachelor's Pass,Studies in Human Society,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science (Criminal Justice),70.85,3 years,Bachelor's Pass,Criminology,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science (Development),70.85,3 years,Bachelor's Pass,Studies in Human Society,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science (Health and Society),70.85,3 years,Bachelor's Pass,Health,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science (Pathway to M Urban M'ment and Planning),84.05,3 years,Bachelor's Pass,Studies in Human Society n.e.c.,University of Western Sydney,PENRITH CAMPUS NSW,Undergraduate
B Social Science (Social and Public Policy),70.85,3 years,Bachelor's Pass,Policy Studies,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons),N/A,1 year,Bachelor's Honours,Studies in Human Society,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons),N/A,1 year,Bachelor's Honours,Studies in Human Society,The University of Queensland,IPSWICH QLD,Undergraduate
B Social Science(Hons) (Communication and Society),N/A,1 year,Bachelor's Honours,Communication Studies,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons) (Communication and Society),N/A,1 year,Bachelor's Honours,Communication Studies,The University of Queensland,IPSWICH QLD,Undergraduate
B Social Science(Hons) (Communication&Public Relations),N/A,1 year,Bachelor's Honours,Public Relations,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons) (Communication&Public Relations),N/A,1 year,Bachelor's Honours,Public Relations,The University of Queensland,IPSWICH QLD,Undergraduate
B Social Science(Hons) (Criminology),N/A,1 year,Bachelor's Honours,Criminology,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons) (Criminology),N/A,1 year,Bachelor's Honours,Criminology,The University of Queensland,IPSWICH QLD,Undergraduate
B Social Science(Hons) (Development),N/A,1 year,Bachelor's Honours,Society & Culture n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons) (Health),N/A,1 year,Bachelor's Honours,Health n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Science(Hons) (Policy),N/A,1 year,Bachelor's Honours,Policy Studies,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Work,59.85,4 years,Bachelor's Honours,Social Work,Central Queensland University,Distance Ed,Undergraduate
B Social Work,70.85,4 years,Bachelor's Pass,Social Work,The University of Queensland,STLUCIA QLD,Undergraduate
B Social Work/BSoc Sci (Psych),See details,5 years,Bachelor's Pass,"Social Work, Psychology",RMIT University,City Campus VIC,Undergraduate
B SocSc (Legal & Dispute Stud),See details,3 years,Bachelor's Pass,Justice & Law Enforcement,RMIT University,City Campus VIC,Undergraduate
B SocSci (Policy and Research),N/A,3 years,Bachelor's Pass,Studies in Human Society,RMIT University,City Campus VIC,Undergraduate
B Software Eng,See details,4 years,Bachelor's Pass,Computer Science,RMIT University,City Campus VIC,Undergraduate
B Speech Pathology,79.80,4 years,Bachelor's Pass,Speech Pathology,Central Queensland University,Rockhampton QLD,Undergraduate
B Speech Pathology,94.15,4 years,Bachelor's Pass,Speech Pathology,The University of Queensland,STLUCIA QLD,Undergraduate
B Speech Pathology (Hons),N/A,4 years,Bachelor's Honours,Speech Pathology,Central Queensland University,Rockhampton QLD,Undergraduate
B Tech (Computing Studies),See details,3 years,Bachelor's Pass,Computer Science,RMIT University,City Campus VIC,Undergraduate
B Theatre,N/A,3 years,Bachelor's Pass,Drama & Theatre Studies,Central Queensland University,Mackay QLD,Undergraduate
B Urban & Region Plan (Hons),N/A,4 years,Bachelor's Honours,Urban Design & Regional Planning,RMIT University,City Campus VIC,Undergraduate
B Urban & Regional Plan (Hons),N/A,2 years,Bachelor's Honours,Urban Design & Regional Planning,RMIT University,City Campus VIC,Undergraduate
